3.431409000000000000e+06,-8.670000000000000000e+02
3.431419000000000000e+06,-8.650000000000000000e+02
3.431432000000000000e+06,-8.160000000000000000e+02
3.431452000000000000e+06,-7.870000000000000000e+02
3.431472000000000000e+06,-7.710000000000000000e+02
3.431492000000000000e+06,-7.500000000000000000e+02
3.431512000000000000e+06,-7.640000000000000000e+02
3.431532000000000000e+06,-7.880000000000000000e+02
3.431552000000000000e+06,-8.030000000000000000e+02
3.431572000000000000e+06,-8.000000000000000000e+02
3.431592000000000000e+06,-8.020000000000000000e+02
3.431612000000000000e+06,-8.110000000000000000e+02
3.431632000000000000e+06,-8.140000000000000000e+02
3.431652000000000000e+06,-8.350000000000000000e+02
3.431673000000000000e+06,-8.330000000000000000e+02
3.431692000000000000e+06,-8.260000000000000000e+02
3.431712000000000000e+06,-8.250000000000000000e+02
3.431732000000000000e+06,-8.270000000000000000e+02
3.431752000000000000e+06,-8.210000000000000000e+02
3.431772000000000000e+06,-8.180000000000000000e+02
3.431792000000000000e+06,-8.280000000000000000e+02
3.431812000000000000e+06,-8.310000000000000000e+02
3.431832000000000000e+06,-8.340000000000000000e+02
3.431852000000000000e+06,-8.350000000000000000e+02
3.431872000000000000e+06,-8.390000000000000000e+02
3.431892000000000000e+06,-8.420000000000000000e+02
3.431912000000000000e+06,-8.450000000000000000e+02
3.431932000000000000e+06,-8.470000000000000000e+02
3.431952000000000000e+06,-8.470000000000000000e+02
3.431971000000000000e+06,-8.550000000000000000e+02
3.431991000000000000e+06,-8.420000000000000000e+02
3.432011000000000000e+06,-8.110000000000000000e+02
3.432031000000000000e+06,-7.750000000000000000e+02
3.432051000000000000e+06,-7.400000000000000000e+02
3.432071000000000000e+06,-7.220000000000000000e+02
3.432091000000000000e+06,-7.270000000000000000e+02
3.432111000000000000e+06,-7.320000000000000000e+02
3.432131000000000000e+06,-7.460000000000000000e+02
3.432151000000000000e+06,-7.410000000000000000e+02
3.432171000000000000e+06,-7.380000000000000000e+02
3.432191000000000000e+06,-7.510000000000000000e+02
3.432211000000000000e+06,-7.550000000000000000e+02
3.432231000000000000e+06,-7.670000000000000000e+02
3.432250000000000000e+06,-7.680000000000000000e+02
3.432270000000000000e+06,-7.670000000000000000e+02
3.432290000000000000e+06,-7.720000000000000000e+02
3.432310000000000000e+06,-7.590000000000000000e+02
3.432330000000000000e+06,-7.640000000000000000e+02
3.432350000000000000e+06,-7.710000000000000000e+02
3.432369000000000000e+06,-7.850000000000000000e+02
3.432390000000000000e+06,-7.840000000000000000e+02
3.432410000000000000e+06,-7.870000000000000000e+02
3.432429000000000000e+06,-7.880000000000000000e+02
3.432449000000000000e+06,-7.920000000000000000e+02
3.432470000000000000e+06,-8.060000000000000000e+02
3.432490000000000000e+06,-8.090000000000000000e+02
3.432510000000000000e+06,-8.090000000000000000e+02
3.432529000000000000e+06,-8.120000000000000000e+02
3.432549000000000000e+06,-8.010000000000000000e+02
3.432569000000000000e+06,-8.080000000000000000e+02
3.432589000000000000e+06,-8.140000000000000000e+02
3.432609000000000000e+06,-8.210000000000000000e+02
3.432629000000000000e+06,-8.230000000000000000e+02
3.432649000000000000e+06,-7.920000000000000000e+02
3.432668000000000000e+06,-7.470000000000000000e+02
3.432689000000000000e+06,-7.280000000000000000e+02
3.432708000000000000e+06,-7.140000000000000000e+02
3.432729000000000000e+06,-7.280000000000000000e+02
3.432748000000000000e+06,-7.400000000000000000e+02
3.432769000000000000e+06,-7.460000000000000000e+02
3.432789000000000000e+06,-7.560000000000000000e+02
3.432807000000000000e+06,-7.550000000000000000e+02
3.432827000000000000e+06,-7.630000000000000000e+02
3.432847000000000000e+06,-7.720000000000000000e+02
3.432867000000000000e+06,-7.680000000000000000e+02
3.432887000000000000e+06,-7.750000000000000000e+02
3.432907000000000000e+06,-7.870000000000000000e+02
3.432927000000000000e+06,-7.950000000000000000e+02
3.432947000000000000e+06,-7.940000000000000000e+02
3.432967000000000000e+06,-7.960000000000000000e+02
3.432987000000000000e+06,-8.010000000000000000e+02
3.433007000000000000e+06,-8.000000000000000000e+02
3.433027000000000000e+06,-8.050000000000000000e+02
3.433047000000000000e+06,-8.100000000000000000e+02
3.433067000000000000e+06,-8.120000000000000000e+02
