8.093000000000000000e+03,3.852000000000000000e+03
8.113000000000000000e+03,3.842000000000000000e+03
8.133000000000000000e+03,3.825000000000000000e+03
8.153000000000000000e+03,3.819000000000000000e+03
8.173000000000000000e+03,3.794000000000000000e+03
8.193000000000000000e+03,3.791000000000000000e+03
8.213000000000000000e+03,3.767000000000000000e+03
8.233000000000000000e+03,3.750000000000000000e+03
8.253000000000000000e+03,3.734000000000000000e+03
8.273000000000000000e+03,3.726000000000000000e+03
8.293000000000000000e+03,3.716000000000000000e+03
8.313000000000000000e+03,3.692000000000000000e+03
8.333000000000000000e+03,3.676000000000000000e+03
8.353000000000000000e+03,3.663000000000000000e+03
8.373000000000000000e+03,3.648000000000000000e+03
8.393000000000000000e+03,3.654000000000000000e+03
8.413000000000000000e+03,3.612000000000000000e+03
8.433000000000000000e+03,3.615000000000000000e+03
8.453000000000000000e+03,3.591000000000000000e+03
8.473000000000000000e+03,3.589000000000000000e+03
8.493000000000000000e+03,3.611000000000000000e+03
8.513000000000000000e+03,3.655000000000000000e+03
8.533000000000000000e+03,3.811000000000000000e+03
8.553000000000000000e+03,3.845000000000000000e+03
8.573000000000000000e+03,3.917000000000000000e+03
8.593000000000000000e+03,3.921000000000000000e+03
8.613000000000000000e+03,3.936000000000000000e+03
8.633000000000000000e+03,3.938000000000000000e+03
8.653000000000000000e+03,3.927000000000000000e+03
8.673000000000000000e+03,3.921000000000000000e+03
8.693000000000000000e+03,3.906000000000000000e+03
8.713000000000000000e+03,3.894000000000000000e+03
8.733000000000000000e+03,3.863000000000000000e+03
8.753000000000000000e+03,3.843000000000000000e+03
8.773000000000000000e+03,3.808000000000000000e+03
8.793000000000000000e+03,3.801000000000000000e+03
8.813000000000000000e+03,3.806000000000000000e+03
8.833000000000000000e+03,3.803000000000000000e+03
8.853000000000000000e+03,3.805000000000000000e+03
8.873000000000000000e+03,3.793000000000000000e+03
8.893000000000000000e+03,3.796000000000000000e+03
8.913000000000000000e+03,3.783000000000000000e+03
8.933000000000000000e+03,3.761000000000000000e+03
8.953000000000000000e+03,3.758000000000000000e+03
8.973000000000000000e+03,3.731000000000000000e+03
8.993000000000000000e+03,3.724000000000000000e+03
9.013000000000000000e+03,3.707000000000000000e+03
9.033000000000000000e+03,3.710000000000000000e+03
9.053000000000000000e+03,3.676000000000000000e+03
9.073000000000000000e+03,3.663000000000000000e+03
9.093000000000000000e+03,3.624000000000000000e+03
9.113000000000000000e+03,3.625000000000000000e+03
9.133000000000000000e+03,3.662000000000000000e+03
9.153000000000000000e+03,3.706000000000000000e+03
9.173000000000000000e+03,3.846000000000000000e+03
9.193000000000000000e+03,3.875000000000000000e+03
9.213000000000000000e+03,3.919000000000000000e+03
9.233000000000000000e+03,3.924000000000000000e+03
9.253000000000000000e+03,3.930000000000000000e+03
9.273000000000000000e+03,3.918000000000000000e+03
9.293000000000000000e+03,3.909000000000000000e+03
9.313000000000000000e+03,3.898000000000000000e+03
9.333000000000000000e+03,3.876000000000000000e+03
9.353000000000000000e+03,3.874000000000000000e+03
9.373000000000000000e+03,3.849000000000000000e+03
9.393000000000000000e+03,3.824000000000000000e+03
9.413000000000000000e+03,3.795000000000000000e+03
9.433000000000000000e+03,3.790000000000000000e+03
9.453000000000000000e+03,3.787000000000000000e+03
9.473000000000000000e+03,3.788000000000000000e+03
9.493000000000000000e+03,3.797000000000000000e+03
9.513000000000000000e+03,3.798000000000000000e+03
9.533000000000000000e+03,3.780000000000000000e+03
9.553000000000000000e+03,3.784000000000000000e+03
9.573000000000000000e+03,3.758000000000000000e+03
9.593000000000000000e+03,3.750000000000000000e+03
9.613000000000000000e+03,3.736000000000000000e+03
