9.405800000000000000e+04,1.866000000000000000e+03,1.827000000000000000e+03,2.298000000000000000e+03
9.407800000000000000e+04,1.869000000000000000e+03,1.831000000000000000e+03,2.310000000000000000e+03
9.409800000000000000e+04,1.886000000000000000e+03,1.828000000000000000e+03,2.318000000000000000e+03
9.411800000000000000e+04,1.899000000000000000e+03,1.814000000000000000e+03,2.309000000000000000e+03
9.413800000000000000e+04,1.901000000000000000e+03,1.803000000000000000e+03,2.297000000000000000e+03
9.415800000000000000e+04,1.899000000000000000e+03,1.802000000000000000e+03,2.288000000000000000e+03
9.417800000000000000e+04,1.893000000000000000e+03,1.814000000000000000e+03,2.287000000000000000e+03
9.419800000000000000e+04,1.883000000000000000e+03,1.835000000000000000e+03,2.278000000000000000e+03
9.421800000000000000e+04,1.876000000000000000e+03,1.849000000000000000e+03,2.272000000000000000e+03
9.423800000000000000e+04,1.872000000000000000e+03,1.846000000000000000e+03,2.255000000000000000e+03
9.425800000000000000e+04,1.872000000000000000e+03,1.825000000000000000e+03,2.252000000000000000e+03
9.427800000000000000e+04,1.886000000000000000e+03,1.794000000000000000e+03,2.269000000000000000e+03
9.429800000000000000e+04,1.904000000000000000e+03,1.785000000000000000e+03,2.302000000000000000e+03
9.431800000000000000e+04,1.928000000000000000e+03,1.794000000000000000e+03,2.327000000000000000e+03
9.433800000000000000e+04,1.935000000000000000e+03,1.822000000000000000e+03,2.347000000000000000e+03
9.435800000000000000e+04,1.938000000000000000e+03,1.843000000000000000e+03,2.353000000000000000e+03
9.437800000000000000e+04,1.961000000000000000e+03,1.859000000000000000e+03,2.352000000000000000e+03
9.439800000000000000e+04,1.973000000000000000e+03,1.851000000000000000e+03,2.336000000000000000e+03
9.441800000000000000e+04,1.989000000000000000e+03,1.852000000000000000e+03,2.302000000000000000e+03
9.443800000000000000e+04,1.999000000000000000e+03,1.853000000000000000e+03,2.277000000000000000e+03
9.445800000000000000e+04,2.029000000000000000e+03,1.855000000000000000e+03,2.244000000000000000e+03
9.447800000000000000e+04,2.064000000000000000e+03,1.869000000000000000e+03,2.227000000000000000e+03
9.449800000000000000e+04,2.070000000000000000e+03,1.897000000000000000e+03,2.202000000000000000e+03
9.451800000000000000e+04,2.064000000000000000e+03,1.921000000000000000e+03,2.175000000000000000e+03
9.453800000000000000e+04,2.043000000000000000e+03,1.933000000000000000e+03,2.133000000000000000e+03
9.455800000000000000e+04,2.032000000000000000e+03,1.937000000000000000e+03,2.107000000000000000e+03
9.457800000000000000e+04,2.017000000000000000e+03,1.943000000000000000e+03,2.086000000000000000e+03
9.459800000000000000e+04,2.011000000000000000e+03,1.923000000000000000e+03,2.081000000000000000e+03
9.461800000000000000e+04,1.993000000000000000e+03,1.929000000000000000e+03,2.085000000000000000e+03
9.463800000000000000e+04,1.954000000000000000e+03,1.931000000000000000e+03,2.126000000000000000e+03
9.465800000000000000e+04,1.921000000000000000e+03,1.950000000000000000e+03,2.192000000000000000e+03
9.467800000000000000e+04,1.906000000000000000e+03,1.935000000000000000e+03,2.256000000000000000e+03
9.469800000000000000e+04,1.919000000000000000e+03,1.905000000000000000e+03,2.342000000000000000e+03
9.471800000000000000e+04,1.915000000000000000e+03,1.872000000000000000e+03,2.441000000000000000e+03
9.473800000000000000e+04,1.905000000000000000e+03,1.856000000000000000e+03,2.546000000000000000e+03
9.475800000000000000e+04,1.902000000000000000e+03,1.819000000000000000e+03,2.631000000000000000e+03
9.477800000000000000e+04,1.895000000000000000e+03,1.805000000000000000e+03,2.688000000000000000e+03
9.479800000000000000e+04,1.875000000000000000e+03,1.757000000000000000e+03,2.693000000000000000e+03
9.481800000000000000e+04,1.867000000000000000e+03,1.736000000000000000e+03,2.660000000000000000e+03
9.483800000000000000e+04,1.865000000000000000e+03,1.740000000000000000e+03,2.583000000000000000e+03
9.485800000000000000e+04,1.867000000000000000e+03,1.763000000000000000e+03,2.499000000000000000e+03
9.487800000000000000e+04,1.846000000000000000e+03,1.781000000000000000e+03,2.423000000000000000e+03
9.489800000000000000e+04,1.838000000000000000e+03,1.799000000000000000e+03,2.384000000000000000e+03
9.491800000000000000e+04,1.836000000000000000e+03,1.814000000000000000e+03,2.357000000000000000e+03
9.493800000000000000e+04,1.861000000000000000e+03,1.802000000000000000e+03,2.356000000000000000e+03
9.495800000000000000e+04,1.878000000000000000e+03,1.782000000000000000e+03,2.347000000000000000e+03
9.497800000000000000e+04,1.905000000000000000e+03,1.786000000000000000e+03,2.339000000000000000e+03
9.499800000000000000e+04,1.942000000000000000e+03,1.793000000000000000e+03,2.343000000000000000e+03
9.501800000000000000e+04,1.937000000000000000e+03,1.776000000000000000e+03,2.357000000000000000e+03
9.503800000000000000e+04,1.941000000000000000e+03,1.751000000000000000e+03,2.370000000000000000e+03
9.505800000000000000e+04,1.965000000000000000e+03,1.762000000000000000e+03,2.414000000000000000e+03
9.507800000000000000e+04,1.947000000000000000e+03,1.774000000000000000e+03,2.467000000000000000e+03
9.509800000000000000e+04,1.907000000000000000e+03,1.780000000000000000e+03,2.513000000000000000e+03
9.511800000000000000e+04,1.895000000000000000e+03,1.789000000000000000e+03,2.567000000000000000e+03
9.513800000000000000e+04,1.905000000000000000e+03,1.812000000000000000e+03,2.594000000000000000e+03
9.515800000000000000e+04,1.931000000000000000e+03,1.818000000000000000e+03,2.551000000000000000e+03
9.517800000000000000e+04,1.929000000000000000e+03,1.795000000000000000e+03,2.480000000000000000e+03
9.519800000000000000e+04,1.898000000000000000e+03,1.785000000000000000e+03,2.391000000000000000e+03
9.521800000000000000e+04,1.885000000000000000e+03,1.793000000000000000e+03,2.329000000000000000e+03
9.523800000000000000e+04,1.957000000000000000e+03,1.851000000000000000e+03,2.303000000000000000e+03
9.525800000000000000e+04,1.959000000000000000e+03,1.845000000000000000e+03,2.288000000000000000e+03
9.527800000000000000e+04,1.959000000000000000e+03,1.847000000000000000e+03,2.270000000000000000e+03
9.529800000000000000e+04,1.939000000000000000e+03,1.849000000000000000e+03,2.257000000000000000e+03
9.531800000000000000e+04,1.926000000000000000e+03,1.842000000000000000e+03,2.257000000000000000e+03
9.533800000000000000e+04,1.927000000000000000e+03,1.844000000000000000e+03,2.256000000000000000e+03
9.535800000000000000e+04,1.943000000000000000e+03,1.865000000000000000e+03,2.263000000000000000e+03
9.537800000000000000e+04,1.933000000000000000e+03,1.847000000000000000e+03,2.256000000000000000e+03
9.539800000000000000e+04,1.913000000000000000e+03,1.825000000000000000e+03,2.246000000000000000e+03
9.541800000000000000e+04,1.918000000000000000e+03,1.835000000000000000e+03,2.241000000000000000e+03
9.543800000000000000e+04,1.912000000000000000e+03,1.851000000000000000e+03,2.251000000000000000e+03
9.545800000000000000e+04,1.883000000000000000e+03,1.853000000000000000e+03,2.247000000000000000e+03
9.547800000000000000e+04,1.859000000000000000e+03,1.851000000000000000e+03,2.229000000000000000e+03
9.549800000000000000e+04,1.865000000000000000e+03,1.859000000000000000e+03,2.201000000000000000e+03
9.551800000000000000e+04,1.870000000000000000e+03,1.863000000000000000e+03,2.183000000000000000e+03
9.553800000000000000e+04,1.871000000000000000e+03,1.869000000000000000e+03,2.194000000000000000e+03
9.555800000000000000e+04,1.878000000000000000e+03,1.879000000000000000e+03,2.239000000000000000e+03
9.557800000000000000e+04,1.893000000000000000e+03,1.872000000000000000e+03,2.272000000000000000e+03
9.559800000000000000e+04,1.939000000000000000e+03,1.840000000000000000e+03,2.261000000000000000e+03
9.561800000000000000e+04,1.984000000000000000e+03,1.815000000000000000e+03,2.242000000000000000e+03
9.564400000000000000e+04,2.023000000000000000e+03,1.831000000000000000e+03,2.267000000000000000e+03
9.565800000000000000e+04,2.034000000000000000e+03,1.840000000000000000e+03,2.291000000000000000e+03
9.567800000000000000e+04,2.069000000000000000e+03,1.854000000000000000e+03,2.320000000000000000e+03
9.569800000000000000e+04,2.094000000000000000e+03,1.845000000000000000e+03,2.336000000000000000e+03
9.571800000000000000e+04,2.082000000000000000e+03,1.808000000000000000e+03,2.317000000000000000e+03
9.573800000000000000e+04,2.064000000000000000e+03,1.806000000000000000e+03,2.287000000000000000e+03
9.575800000000000000e+04,2.020000000000000000e+03,1.810000000000000000e+03,2.259000000000000000e+03
9.577800000000000000e+04,1.988000000000000000e+03,1.819000000000000000e+03,2.224000000000000000e+03
9.579800000000000000e+04,1.963000000000000000e+03,1.811000000000000000e+03,2.211000000000000000e+03
9.581800000000000000e+04,1.949000000000000000e+03,1.807000000000000000e+03,2.207000000000000000e+03
9.583800000000000000e+04,1.950000000000000000e+03,1.792000000000000000e+03,2.217000000000000000e+03
9.585800000000000000e+04,1.956000000000000000e+03,1.796000000000000000e+03,2.245000000000000000e+03
